customer_id,recency,frequency,monetary,cluster,segment
438,128,13,151020.28,1,At Risk - عملاء مش نشطين من فترة
439,10,13,108782.59999999999,2,Casual - عملاء عاديين
440,17,20,179709.16999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
441,50,12,91187.72,2,Casual - عملاء عاديين
442,75,12,114706.94,2,Casual - عملاء عاديين
443,63,13,123907.47,2,Casual - عملاء عاديين
444,24,14,223800.86000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
445,36,17,225549.19999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
446,41,14,152334.21,2,Casual - عملاء عاديين
447,6,20,204739.13999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
448,31,16,130042.97,2,Casual - عملاء عاديين
449,110,14,133649.69,1,At Risk - عملاء مش نشطين من فترة
450,137,11,140005.46,1,At Risk - عملاء مش نشطين من فترة
451,52,14,195896.52,0,VIP - عملاء بيإنفقوا كتير ونشطين
452,56,12,183378.65,2,Casual - عملاء عاديين
453,16,10,150190.93,2,Casual - عملاء عاديين
454,5,14,189139.09,0,VIP - عملاء بيإنفقوا كتير ونشطين
455,25,17,88456.15,2,Casual - عملاء عاديين
456,23,11,108096.23,2,Casual - عملاء عاديين
457,172,14,186595.12,1,At Risk - عملاء مش نشطين من فترة
458,19,17,223305.61,0,VIP - عملاء بيإنفقوا كتير ونشطين
459,14,12,83595.67,2,Casual - عملاء عاديين
460,17,12,129659.7,2,Casual - عملاء عاديين
461,182,12,134593.45,1,At Risk - عملاء مش نشطين من فترة
462,21,17,158609.62,0,VIP - عملاء بيإنفقوا كتير ونشطين
463,105,13,131698.13999999998,1,At Risk - عملاء مش نشطين من فترة
464,34,16,92559.29,2,Casual - عملاء عاديين
465,89,12,165319.97999999998,1,At Risk - عملاء مش نشطين من فترة
466,75,12,143278.99,2,Casual - عملاء عاديين
467,130,12,76408.73,1,At Risk - عملاء مش نشطين من فترة
468,13,27,170515.87,0,VIP - عملاء بيإنفقوا كتير ونشطين
469,9,14,149087.72999999998,2,Casual - عملاء عاديين
470,12,23,158469.07,0,VIP - عملاء بيإنفقوا كتير ونشطين
471,72,12,152838.19,2,Casual - عملاء عاديين
472,105,13,83550.76000000001,1,At Risk - عملاء مش نشطين من فترة
473,15,13,184897.55,2,Casual - عملاء عاديين
474,63,10,87288.64,2,Casual - عملاء عاديين
475,16,15,223981.75,0,VIP - عملاء بيإنفقوا كتير ونشطين
476,99,12,91769.81999999999,1,At Risk - عملاء مش نشطين من فترة
477,2,11,156029.41,2,Casual - عملاء عاديين
478,23,13,164093.35,2,Casual - عملاء عاديين
479,174,13,239541.47,1,At Risk - عملاء مش نشطين من فترة
480,25,11,203588.87,2,Casual - عملاء عاديين
481,158,14,178953.15,1,At Risk - عملاء مش نشطين من فترة
482,40,20,151577.31,0,VIP - عملاء بيإنفقوا كتير ونشطين
483,190,9,110465.02,1,At Risk - عملاء مش نشطين من فترة
484,176,12,167827.3,1,At Risk - عملاء مش نشطين من فترة
485,13,9,82572.43,2,Casual - عملاء عاديين
486,71,17,190919.67,0,VIP - عملاء بيإنفقوا كتير ونشطين
487,60,8,61012.44,2,Casual - عملاء عاديين
488,171,9,52751.71,1,At Risk - عملاء مش نشطين من فترة
489,56,10,80621.78,2,Casual - عملاء عاديين
490,12,12,89423.84,2,Casual - عملاء عاديين
491,67,18,171461.7,0,VIP - عملاء بيإنفقوا كتير ونشطين
492,3,23,185843.98,0,VIP - عملاء بيإنفقوا كتير ونشطين
493,24,21,155944.88999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
494,61,16,140318.7,2,Casual - عملاء عاديين
495,21,15,127754.09,2,Casual - عملاء عاديين
496,47,11,192282.72,2,Casual - عملاء عاديين
497,11,13,82797.76,2,Casual - عملاء عاديين
498,26,13,173038.05,2,Casual - عملاء عاديين
499,55,12,122253.23,2,Casual - عملاء عاديين
500,176,8,76073.08,1,At Risk - عملاء مش نشطين من فترة
501,5,13,120901.95,2,Casual - عملاء عاديين
502,41,15,79828.56999999999,2,Casual - عملاء عاديين
503,58,16,102278.78,2,Casual - عملاء عاديين
504,53,7,134149.78,2,Casual - عملاء عاديين
505,71,12,84954.53,2,Casual - عملاء عاديين
506,229,15,186342.11,1,At Risk - عملاء مش نشطين من فترة
507,42,20,286760.37,0,VIP - عملاء بيإنفقوا كتير ونشطين
508,152,9,165609.29,1,At Risk - عملاء مش نشطين من فترة
509,98,12,126219.5,1,At Risk - عملاء مش نشطين من فترة
510,13,17,151448.91999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
511,93,14,111311.03,1,At Risk - عملاء مش نشطين من فترة
512,78,12,166639.08000000002,2,Casual - عملاء عاديين
513,21,17,138038.36,0,VIP - عملاء بيإنفقوا كتير ونشطين
514,7,23,133655.42,0,VIP - عملاء بيإنفقوا كتير ونشطين
515,92,17,280549.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
516,53,18,185232.14,0,VIP - عملاء بيإنفقوا كتير ونشطين
517,20,27,285074.31,0,VIP - عملاء بيإنفقوا كتير ونشطين
518,128,16,154769.74,1,At Risk - عملاء مش نشطين من فترة
519,70,16,163268.82,0,VIP - عملاء بيإنفقوا كتير ونشطين
520,59,12,154510.47,2,Casual - عملاء عاديين
521,93,18,206791.05,0,VIP - عملاء بيإنفقوا كتير ونشطين
522,47,12,84346.59,2,Casual - عملاء عاديين
523,22,11,108772.95999999999,2,Casual - عملاء عاديين
524,192,15,140594.08,1,At Risk - عملاء مش نشطين من فترة
525,33,20,147013.79,0,VIP - عملاء بيإنفقوا كتير ونشطين
526,4,14,153159.93,2,Casual - عملاء عاديين
527,38,18,251054.77,0,VIP - عملاء بيإنفقوا كتير ونشطين
528,16,17,138298.66,0,VIP - عملاء بيإنفقوا كتير ونشطين
529,31,15,93876.5,2,Casual - عملاء عاديين
530,171,5,35157.7,1,At Risk - عملاء مش نشطين من فترة
531,32,11,93716.06,2,Casual - عملاء عاديين
532,5,22,172201.64,0,VIP - عملاء بيإنفقوا كتير ونشطين
533,82,9,78931.51,2,Casual - عملاء عاديين
534,30,14,107432.29000000001,2,Casual - عملاء عاديين
535,40,17,147859.69999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
536,2,21,266864.12,0,VIP - عملاء بيإنفقوا كتير ونشطين
537,33,15,143089.72,2,Casual - عملاء عاديين
538,29,15,276384.05,0,VIP - عملاء بيإنفقوا كتير ونشطين
539,69,12,201751.89,2,Casual - عملاء عاديين
540,42,18,194121.5,0,VIP - عملاء بيإنفقوا كتير ونشطين
541,6,21,155859.88,0,VIP - عملاء بيإنفقوا كتير ونشطين
542,11,11,113748.48999999999,2,Casual - عملاء عاديين
543,52,15,236828.25,0,VIP - عملاء بيإنفقوا كتير ونشطين
544,3,21,243280.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
545,108,18,151810.0,0,VIP - عملاء بيإنفقوا كتير ونشطين
546,34,20,213521.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
547,41,13,123073.73999999999,2,Casual - عملاء عاديين
548,12,17,198396.74,0,VIP - عملاء بيإنفقوا كتير ونشطين
549,209,7,100555.59,1,At Risk - عملاء مش نشطين من فترة
550,28,13,122834.02,2,Casual - عملاء عاديين
551,3,16,194638.55,0,VIP - عملاء بيإنفقوا كتير ونشطين
552,163,13,145629.07,1,At Risk - عملاء مش نشطين من فترة
553,54,13,131235.54,2,Casual - عملاء عاديين
554,75,19,188742.74,0,VIP - عملاء بيإنفقوا كتير ونشطين
555,25,17,208795.71,0,VIP - عملاء بيإنفقوا كتير ونشطين
556,29,13,101247.79000000001,2,Casual - عملاء عاديين
557,84,13,173996.23,2,Casual - عملاء عاديين
558,64,16,194186.78,0,VIP - عملاء بيإنفقوا كتير ونشطين
559,27,13,159564.37,2,Casual - عملاء عاديين
560,6,16,144518.52,2,Casual - عملاء عاديين
561,31,13,127354.79000000001,2,Casual - عملاء عاديين
562,33,17,195946.53,0,VIP - عملاء بيإنفقوا كتير ونشطين
563,19,13,80026.01,2,Casual - عملاء عاديين
564,12,14,110995.75,2,Casual - عملاء عاديين
565,71,12,83324.63,2,Casual - عملاء عاديين
566,6,9,209762.49,2,Casual - عملاء عاديين
567,5,7,97472.56,2,Casual - عملاء عاديين
568,41,17,249596.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
569,4,17,175191.87,0,VIP - عملاء بيإنفقوا كتير ونشطين
570,137,12,71036.56,1,At Risk - عملاء مش نشطين من فترة
571,101,14,118437.08,1,At Risk - عملاء مش نشطين من فترة
572,43,21,188521.04,0,VIP - عملاء بيإنفقوا كتير ونشطين
573,49,17,253487.45,0,VIP - عملاء بيإنفقوا كتير ونشطين
574,5,19,132943.02,0,VIP - عملاء بيإنفقوا كتير ونشطين
575,9,17,147488.58,0,VIP - عملاء بيإنفقوا كتير ونشطين
576,174,14,88858.39,1,At Risk - عملاء مش نشطين من فترة
577,6,18,244298.37,0,VIP - عملاء بيإنفقوا كتير ونشطين
578,25,22,188889.31,0,VIP - عملاء بيإنفقوا كتير ونشطين
579,5,18,196091.33000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
580,20,21,282064.7,0,VIP - عملاء بيإنفقوا كتير ونشطين
581,11,16,157851.7,0,VIP - عملاء بيإنفقوا كتير ونشطين
582,9,12,154639.23,2,Casual - عملاء عاديين
583,62,14,146168.74,2,Casual - عملاء عاديين
584,36,17,130498.48,2,Casual - عملاء عاديين
585,70,8,93301.39,2,Casual - عملاء عاديين
586,48,9,86266.79,2,Casual - عملاء عاديين
587,65,17,222290.95,0,VIP - عملاء بيإنفقوا كتير ونشطين
588,2,14,158499.38,2,Casual - عملاء عاديين
589,5,17,77447.07,2,Casual - عملاء عاديين
590,85,11,84318.96,2,Casual - عملاء عاديين
591,6,19,171544.66,0,VIP - عملاء بيإنفقوا كتير ونشطين
592,97,13,148793.29,1,At Risk - عملاء مش نشطين من فترة
593,53,13,129673.43000000001,2,Casual - عملاء عاديين
594,41,20,201622.28,0,VIP - عملاء بيإنفقوا كتير ونشطين
595,166,10,165476.2,1,At Risk - عملاء مش نشطين من فترة
596,24,15,110962.95,2,Casual - عملاء عاديين
597,120,12,77103.39,1,At Risk - عملاء مش نشطين من فترة
598,40,11,112688.14,2,Casual - عملاء عاديين
599,69,10,103055.83,2,Casual - عملاء عاديين
600,14,15,160744.01,2,Casual - عملاء عاديين
601,25,20,241885.58,0,VIP - عملاء بيإنفقوا كتير ونشطين
602,82,17,206590.06,0,VIP - عملاء بيإنفقوا كتير ونشطين
603,36,19,251994.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
604,97,13,161947.82,1,At Risk - عملاء مش نشطين من فترة
605,105,12,170088.01,1,At Risk - عملاء مش نشطين من فترة
606,88,10,97142.83,1,At Risk - عملاء مش نشطين من فترة
607,11,13,206794.04,0,VIP - عملاء بيإنفقوا كتير ونشطين
608,40,19,201582.4,0,VIP - عملاء بيإنفقوا كتير ونشطين
609,5,15,186985.52,0,VIP - عملاء بيإنفقوا كتير ونشطين
610,176,6,87338.63,1,At Risk - عملاء مش نشطين من فترة
611,35,7,84369.2,2,Casual - عملاء عاديين
612,40,15,114176.97,2,Casual - عملاء عاديين
613,33,16,244633.86,0,VIP - عملاء بيإنفقوا كتير ونشطين
614,174,14,164779.06,1,At Risk - عملاء مش نشطين من فترة
615,13,17,211231.11000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
616,123,12,198860.69,1,At Risk - عملاء مش نشطين من فترة
617,27,9,142159.15,2,Casual - عملاء عاديين
618,87,13,121048.54000000001,2,Casual - عملاء عاديين
619,85,19,196191.46,0,VIP - عملاء بيإنفقوا كتير ونشطين
620,2,17,236497.5,0,VIP - عملاء بيإنفقوا كتير ونشطين
621,80,12,96940.7,2,Casual - عملاء عاديين
622,41,16,234010.04,0,VIP - عملاء بيإنفقوا كتير ونشطين
623,139,9,42451.86,1,At Risk - عملاء مش نشطين من فترة
624,89,13,171429.03,1,At Risk - عملاء مش نشطين من فترة
625,7,10,135295.29,2,Casual - عملاء عاديين
626,78,17,241354.55,0,VIP - عملاء بيإنفقوا كتير ونشطين
627,70,15,160292.38,2,Casual - عملاء عاديين
628,104,10,77833.81999999999,1,At Risk - عملاء مش نشطين من فترة
629,105,14,143244.5,1,At Risk - عملاء مش نشطين من فترة
630,90,15,234361.22,0,VIP - عملاء بيإنفقوا كتير ونشطين
631,125,12,128432.3,1,At Risk - عملاء مش نشطين من فترة
632,39,19,122313.16,0,VIP - عملاء بيإنفقوا كتير ونشطين
633,76,10,120106.16,2,Casual - عملاء عاديين
634,58,15,161920.14,2,Casual - عملاء عاديين
635,47,13,167363.98,2,Casual - عملاء عاديين
636,13,12,94974.1,2,Casual - عملاء عاديين
637,25,12,116492.44,2,Casual - عملاء عاديين
638,30,11,54082.68,2,Casual - عملاء عاديين
639,68,18,170693.17,0,VIP - عملاء بيإنفقوا كتير ونشطين
640,6,6,44099.89,2,Casual - عملاء عاديين
641,34,24,305856.73,0,VIP - عملاء بيإنفقوا كتير ونشطين
642,82,18,234272.29,0,VIP - عملاء بيإنفقوا كتير ونشطين
643,45,14,158553.83,2,Casual - عملاء عاديين
644,4,17,261156.71,0,VIP - عملاء بيإنفقوا كتير ونشطين
645,132,11,109204.28,1,At Risk - عملاء مش نشطين من فترة
646,25,14,134035.21,2,Casual - عملاء عاديين
647,15,17,86136.56999999999,2,Casual - عملاء عاديين
648,55,22,196166.29,0,VIP - عملاء بيإنفقوا كتير ونشطين
649,110,14,175280.45,1,At Risk - عملاء مش نشطين من فترة
650,133,12,51852.65,1,At Risk - عملاء مش نشطين من فترة
651,139,14,100528.0,1,At Risk - عملاء مش نشطين من فترة
652,8,12,117142.91,2,Casual - عملاء عاديين
653,42,18,248106.34,0,VIP - عملاء بيإنفقوا كتير ونشطين
654,10,8,68727.84,2,Casual - عملاء عاديين
655,16,10,138439.25,2,Casual - عملاء عاديين
656,27,14,175159.13,2,Casual - عملاء عاديين
657,23,18,298676.57,0,VIP - عملاء بيإنفقوا كتير ونشطين
658,3,23,205573.02,0,VIP - عملاء بيإنفقوا كتير ونشطين
659,26,15,163278.36,2,Casual - عملاء عاديين
660,15,20,199280.13999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
661,1,9,118773.94,2,Casual - عملاء عاديين
662,5,12,124656.11,2,Casual - عملاء عاديين
663,341,7,76447.88,1,At Risk - عملاء مش نشطين من فترة
664,6,15,124332.65999999999,2,Casual - عملاء عاديين
665,57,12,152380.22,2,Casual - عملاء عاديين
666,76,10,87933.08,2,Casual - عملاء عاديين
667,189,17,239975.12,1,At Risk - عملاء مش نشطين من فترة
668,6,11,148652.16,2,Casual - عملاء عاديين
669,29,18,200146.78,0,VIP - عملاء بيإنفقوا كتير ونشطين
670,45,13,82281.19,2,Casual - عملاء عاديين
671,43,17,254031.96,0,VIP - عملاء بيإنفقوا كتير ونشطين
672,124,15,174985.05,1,At Risk - عملاء مش نشطين من فترة
673,103,12,135108.81,1,At Risk - عملاء مش نشطين من فترة
674,3,16,204418.07,0,VIP - عملاء بيإنفقوا كتير ونشطين
675,14,17,162316.6,0,VIP - عملاء بيإنفقوا كتير ونشطين
676,195,13,140101.85,1,At Risk - عملاء مش نشطين من فترة
677,29,15,171105.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
678,63,13,220205.68,0,VIP - عملاء بيإنفقوا كتير ونشطين
679,70,15,106039.89,2,Casual - عملاء عاديين
680,40,15,156237.31,2,Casual - عملاء عاديين
681,26,19,171384.22,0,VIP - عملاء بيإنفقوا كتير ونشطين
682,90,10,84810.66,1,At Risk - عملاء مش نشطين من فترة
683,193,14,129667.12,1,At Risk - عملاء مش نشطين من فترة
684,13,16,135116.87,2,Casual - عملاء عاديين
685,19,16,123244.46,2,Casual - عملاء عاديين
686,27,14,179208.5,2,Casual - عملاء عاديين
687,19,10,119726.83,2,Casual - عملاء عاديين
688,176,12,100377.17,1,At Risk - عملاء مش نشطين من فترة
689,13,19,234623.91,0,VIP - عملاء بيإنفقوا كتير ونشطين
690,37,11,129763.5,2,Casual - عملاء عاديين
691,12,14,212732.77,0,VIP - عملاء بيإنفقوا كتير ونشطين
692,1,9,112308.95,2,Casual - عملاء عاديين
693,9,18,159098.75,0,VIP - عملاء بيإنفقوا كتير ونشطين
694,17,10,79462.42,2,Casual - عملاء عاديين
695,92,12,177928.82,1,At Risk - عملاء مش نشطين من فترة
696,84,14,257594.48,0,VIP - عملاء بيإنفقوا كتير ونشطين
697,34,19,236766.03,0,VIP - عملاء بيإنفقوا كتير ونشطين
698,214,11,207101.5,1,At Risk - عملاء مش نشطين من فترة
699,41,10,98163.41,2,Casual - عملاء عاديين
700,22,18,186938.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
701,19,11,98963.91,2,Casual - عملاء عاديين
702,1,12,143627.63,2,Casual - عملاء عاديين
703,95,19,206820.28999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
704,129,11,90257.93000000001,1,At Risk - عملاء مش نشطين من فترة
705,11,13,90596.69,2,Casual - عملاء عاديين
706,51,9,76057.14,2,Casual - عملاء عاديين
707,32,15,149775.94,2,Casual - عملاء عاديين
708,42,18,228371.97,0,VIP - عملاء بيإنفقوا كتير ونشطين
709,34,17,141375.4,0,VIP - عملاء بيإنفقوا كتير ونشطين
710,37,13,105372.3,2,Casual - عملاء عاديين
711,5,15,70933.25,2,Casual - عملاء عاديين
712,75,13,168106.75,2,Casual - عملاء عاديين
713,52,15,174071.49,0,VIP - عملاء بيإنفقوا كتير ونشطين
714,69,10,106804.53,2,Casual - عملاء عاديين
715,100,17,132538.31,1,At Risk - عملاء مش نشطين من فترة
716,201,18,233401.66,1,At Risk - عملاء مش نشطين من فترة
717,66,12,131528.45,2,Casual - عملاء عاديين
718,77,19,201166.53,0,VIP - عملاء بيإنفقوا كتير ونشطين
719,174,13,269449.75,1,At Risk - عملاء مش نشطين من فترة
720,12,13,112771.73000000001,2,Casual - عملاء عاديين
721,5,20,158844.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
722,116,19,261151.44,0,VIP - عملاء بيإنفقوا كتير ونشطين
723,92,19,162127.34,0,VIP - عملاء بيإنفقوا كتير ونشطين
724,52,13,202313.97,0,VIP - عملاء بيإنفقوا كتير ونشطين
725,3,17,213325.28,0,VIP - عملاء بيإنفقوا كتير ونشطين
726,33,18,207631.24,0,VIP - عملاء بيإنفقوا كتير ونشطين
727,90,16,116213.33,2,Casual - عملاء عاديين
728,73,19,119546.18,0,VIP - عملاء بيإنفقوا كتير ونشطين
729,101,14,88446.14,1,At Risk - عملاء مش نشطين من فترة
730,3,16,123752.2,2,Casual - عملاء عاديين
731,87,13,276341.19,0,VIP - عملاء بيإنفقوا كتير ونشطين
732,26,17,191134.95,0,VIP - عملاء بيإنفقوا كتير ونشطين
733,118,11,91362.98,1,At Risk - عملاء مش نشطين من فترة
734,25,15,253603.63,0,VIP - عملاء بيإنفقوا كتير ونشطين
735,4,13,186389.4,2,Casual - عملاء عاديين
736,37,15,126210.37999999999,2,Casual - عملاء عاديين
737,34,8,111048.19,2,Casual - عملاء عاديين
738,16,22,246188.11,0,VIP - عملاء بيإنفقوا كتير ونشطين
739,139,12,196485.05,1,At Risk - عملاء مش نشطين من فترة
740,47,8,123047.42,2,Casual - عملاء عاديين
741,203,7,123098.83000000002,1,At Risk - عملاء مش نشطين من فترة
742,116,6,34231.32,1,At Risk - عملاء مش نشطين من فترة
743,105,12,87443.04000000001,1,At Risk - عملاء مش نشطين من فترة
744,8,10,92162.7,2,Casual - عملاء عاديين
745,87,12,131863.34999999998,2,Casual - عملاء عاديين
746,23,16,105974.33,2,Casual - عملاء عاديين
747,152,13,106249.44,1,At Risk - عملاء مش نشطين من فترة
748,19,20,194835.82,0,VIP - عملاء بيإنفقوا كتير ونشطين
749,11,23,156621.4,0,VIP - عملاء بيإنفقوا كتير ونشطين
750,5,19,239116.38,0,VIP - عملاء بيإنفقوا كتير ونشطين
751,65,16,153264.17,0,VIP - عملاء بيإنفقوا كتير ونشطين
752,8,11,136646.26,2,Casual - عملاء عاديين
753,2,10,66230.46,2,Casual - عملاء عاديين
754,167,13,98439.94,1,At Risk - عملاء مش نشطين من فترة
755,98,19,225070.21,0,VIP - عملاء بيإنفقوا كتير ونشطين
756,51,18,289893.45999999996,0,VIP - عملاء بيإنفقوا كتير ونشطين
757,61,13,153395.29,2,Casual - عملاء عاديين
758,88,10,98353.11,1,At Risk - عملاء مش نشطين من فترة
759,55,13,171719.22,2,Casual - عملاء عاديين
760,57,13,224242.41,0,VIP - عملاء بيإنفقوا كتير ونشطين
761,56,13,164051.38,2,Casual - عملاء عاديين
762,27,15,112539.68,2,Casual - عملاء عاديين
763,64,11,107222.39,2,Casual - عملاء عاديين
764,1,13,106344.11,2,Casual - عملاء عاديين
765,42,13,157689.32,2,Casual - عملاء عاديين
766,34,17,148334.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
767,16,19,196647.59,0,VIP - عملاء بيإنفقوا كتير ونشطين
768,10,10,171426.49,2,Casual - عملاء عاديين
769,138,13,187539.56999999998,1,At Risk - عملاء مش نشطين من فترة
770,15,12,113302.19,2,Casual - عملاء عاديين
771,138,13,158408.5,1,At Risk - عملاء مش نشطين من فترة
772,20,15,89207.06,2,Casual - عملاء عاديين
773,14,20,269946.43,0,VIP - عملاء بيإنفقوا كتير ونشطين
774,24,15,130467.26,2,Casual - عملاء عاديين
775,43,11,98014.9,2,Casual - عملاء عاديين
776,12,14,65217.17,2,Casual - عملاء عاديين
777,84,11,103439.81999999999,2,Casual - عملاء عاديين
778,176,14,77448.69,1,At Risk - عملاء مش نشطين من فترة
779,94,15,193336.8,0,VIP - عملاء بيإنفقوا كتير ونشطين
780,42,12,154353.81,2,Casual - عملاء عاديين
781,67,11,109704.11,2,Casual - عملاء عاديين
782,138,13,151099.7,1,At Risk - عملاء مش نشطين من فترة
783,10,14,255932.69,0,VIP - عملاء بيإنفقوا كتير ونشطين
784,100,11,90533.14,1,At Risk - عملاء مش نشطين من فترة
785,25,13,172200.73,2,Casual - عملاء عاديين
786,23,11,64574.55,2,Casual - عملاء عاديين
787,34,12,88863.13,2,Casual - عملاء عاديين
788,52,16,220107.72999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
789,10,20,197669.79,0,VIP - عملاء بيإنفقوا كتير ونشطين
790,62,14,127536.5,2,Casual - عملاء عاديين
791,15,13,141738.45,2,Casual - عملاء عاديين
792,92,14,151380.05,1,At Risk - عملاء مش نشطين من فترة
793,17,12,87723.97,2,Casual - عملاء عاديين
794,2,15,110274.4,2,Casual - عملاء عاديين
795,27,15,84130.08,2,Casual - عملاء عاديين
796,29,16,177677.06,0,VIP - عملاء بيإنفقوا كتير ونشطين
797,5,22,134149.71,0,VIP - عملاء بيإنفقوا كتير ونشطين
798,83,16,86133.97,2,Casual - عملاء عاديين
799,70,9,54218.4,2,Casual - عملاء عاديين
800,11,19,213994.65999999997,0,VIP - عملاء بيإنفقوا كتير ونشطين
801,96,15,134178.08,1,At Risk - عملاء مش نشطين من فترة
802,37,26,329688.77,0,VIP - عملاء بيإنفقوا كتير ونشطين
803,13,20,187601.86000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
804,34,13,145162.01,2,Casual - عملاء عاديين
805,19,14,182781.76,0,VIP - عملاء بيإنفقوا كتير ونشطين
806,44,10,114876.56,2,Casual - عملاء عاديين
807,40,10,173964.63,2,Casual - عملاء عاديين
808,82,18,91926.47,2,Casual - عملاء عاديين
809,38,15,163319.33,2,Casual - عملاء عاديين
810,2,11,79154.97,2,Casual - عملاء عاديين
811,63,18,171423.21,0,VIP - عملاء بيإنفقوا كتير ونشطين
812,47,12,103839.25,2,Casual - عملاء عاديين
813,13,14,108920.15,2,Casual - عملاء عاديين
814,19,18,147509.47999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
815,87,15,186423.21,0,VIP - عملاء بيإنفقوا كتير ونشطين
816,33,15,157864.86000000002,2,Casual - عملاء عاديين
817,128,11,69954.92,1,At Risk - عملاء مش نشطين من فترة
818,107,12,143260.7,1,At Risk - عملاء مش نشطين من فترة
819,60,25,296119.87,0,VIP - عملاء بيإنفقوا كتير ونشطين
820,27,13,183895.61,2,Casual - عملاء عاديين
821,89,11,124835.06,1,At Risk - عملاء مش نشطين من فترة
822,12,13,87436.02,2,Casual - عملاء عاديين
823,78,14,166534.93,2,Casual - عملاء عاديين
824,30,10,130040.19,2,Casual - عملاء عاديين
825,9,14,177194.03,2,Casual - عملاء عاديين
826,2,16,159350.38,0,VIP - عملاء بيإنفقوا كتير ونشطين
827,12,14,172968.53999999998,2,Casual - عملاء عاديين
828,25,19,137653.34,0,VIP - عملاء بيإنفقوا كتير ونشطين
829,136,13,76975.26,1,At Risk - عملاء مش نشطين من فترة
830,61,10,145919.34,2,Casual - عملاء عاديين
831,101,19,256104.63,0,VIP - عملاء بيإنفقوا كتير ونشطين
832,28,15,275240.65,0,VIP - عملاء بيإنفقوا كتير ونشطين
833,13,17,209908.88,0,VIP - عملاء بيإنفقوا كتير ونشطين
834,111,15,114184.15000000001,1,At Risk - عملاء مش نشطين من فترة
835,38,14,121999.81999999999,2,Casual - عملاء عاديين
836,17,14,141454.63,2,Casual - عملاء عاديين
837,34,12,83862.1,2,Casual - عملاء عاديين
838,6,10,59558.97,2,Casual - عملاء عاديين
839,62,18,184139.31,0,VIP - عملاء بيإنفقوا كتير ونشطين
840,88,21,315831.01,0,VIP - عملاء بيإنفقوا كتير ونشطين
841,110,14,104602.95,1,At Risk - عملاء مش نشطين من فترة
842,30,17,130947.14,2,Casual - عملاء عاديين
843,14,16,155463.13,0,VIP - عملاء بيإنفقوا كتير ونشطين
844,5,21,203303.69,0,VIP - عملاء بيإنفقوا كتير ونشطين
845,19,21,225818.07,0,VIP - عملاء بيإنفقوا كتير ونشطين
846,155,12,146793.7,1,At Risk - عملاء مش نشطين من فترة
847,8,13,104166.4,2,Casual - عملاء عاديين
848,30,19,193083.36,0,VIP - عملاء بيإنفقوا كتير ونشطين
849,20,18,236005.52,0,VIP - عملاء بيإنفقوا كتير ونشطين
850,172,13,179889.42,1,At Risk - عملاء مش نشطين من فترة
851,135,13,144911.5,1,At Risk - عملاء مش نشطين من فترة
852,41,9,118905.61,2,Casual - عملاء عاديين
853,11,16,149505.08,2,Casual - عملاء عاديين
854,37,17,201127.35,0,VIP - عملاء بيإنفقوا كتير ونشطين
855,38,16,107042.8,2,Casual - عملاء عاديين
856,1,13,95257.72,2,Casual - عملاء عاديين
857,12,15,186501.51,0,VIP - عملاء بيإنفقوا كتير ونشطين
858,82,21,202617.85,0,VIP - عملاء بيإنفقوا كتير ونشطين
859,92,13,123001.72,1,At Risk - عملاء مش نشطين من فترة
860,152,9,94741.84,1,At Risk - عملاء مش نشطين من فترة
861,143,13,86480.20999999999,1,At Risk - عملاء مش نشطين من فترة
862,170,22,183806.37,0,VIP - عملاء بيإنفقوا كتير ونشطين
863,27,13,127647.24,2,Casual - عملاء عاديين
864,78,11,138211.02,2,Casual - عملاء عاديين
865,55,17,118117.31,2,Casual - عملاء عاديين
866,3,10,126883.92,2,Casual - عملاء عاديين
867,26,14,213302.9,0,VIP - عملاء بيإنفقوا كتير ونشطين
868,215,13,134301.95,1,At Risk - عملاء مش نشطين من فترة
869,13,15,117682.49,2,Casual - عملاء عاديين
870,176,7,76718.12,1,At Risk - عملاء مش نشطين من فترة
871,5,18,167050.63999999998,0,VIP - عملاء بيإنفقوا كتير ونشطين
872,4,20,238630.11000000002,0,VIP - عملاء بيإنفقوا كتير ونشطين
873,18,18,144075.14,0,VIP - عملاء بيإنفقوا كتير ونشطين
